,Unnamed: 0,class,problem,code,answer
2620,2620,2,"자동차 시합에서 승현이는 1등을 했고, 광수는 6등을 했습니다. 경희는 승현이보다 못했지만 광수보다는 잘했습니다. 경희는 몇 등일까요?","a = 1
b = 6
y = (a + b) // 2
print(y)",2
2621,2621,1,"구슬 27개가 있습니다. 이 중에서 22개는 흰 구슬, 4개는 빨간 구슬, 나머지는 모두 노란 구슬입니다. 노란 구슬은 몇 개일까요?","a = 27
b = 22
c = 4
y = a - b - c
print(y)",5
2622,2622,1,아보카도 93개를 4개씩 포장한다면 포장하고 남은 아보카도는 몇 개인지 구해보시오.,"a = 93
b = 4
y = a % b
print(y)",3
2623,2623,7,"생수통과 세숫대야에 물을 가득 채운 후 각각 모양과 크기가 같은 컵에 따라 보았더니 생수통은 3컵, 세숫대야는 21컵이 나왔습니다. 어느 것의 들이가 더 많습니까?","a = 3
b = 21
dict = {'생수통': a, '세숫대야': b}
y = max(dict, key=dict.get)
print(y)",세숫대야
2624,2624,1,"체육관에 야구공이 33 개, 배구공이 9 개 있습니다. 두 공의 개수 합은 얼마일가요?","a = 33
b = 9
y = a + b
print(y)",44
2625,2625,1,3의 0.6만큼은 얼마인지 구하여 보세요.,"a = 3
b = 0.6
y = a * b
print(y)",1.60
2626,2626,6,어떤 수를 6으로 나누어야 할 것을 잘못하여 4를 곱했더니 125이 되었습니다. 바르게 계산했을 때의 몫과 나머지를 곱하면 얼마입니까?,"a = 6
b = 125
c = b / a
y = (c // a) * (c % a)
print(y)",24
2627,2627,8,둘레가 77센티미터이고 세로가 11센티미터인 직사각형의 각 변의 가운데를 이어 그린 마름모의 넓이는 몇 센티미터²인가요?,"a = 77
b = 11
c = (a - 2 * b) / 2
y = b * c / 2
print(y)",104.5
2628,2628,1,"보온병에 물이 9/1L 들어 있습니다. 이 중에1/3L 의 물을 마신 후, 물 44/17L 를 다시 보온병에 부었습니다. 보온병에 들어 있는 물은 몇 L 입니까?","a = 9/1
b = 1/3
c = 44/17
y = a - b + c
print(y)",2.50
2629,2629,1,한 묶음에 6개 들어있는 과자가 5묶음 있습니다. 과자의 개 수는 총 몇 개일까요?,"a = 6
b = 5
y = a * b
print(a * b)",48
2630,2630,1,"운동회에서 달리기 경기를 하여 1등은 5점, 2등은 3점, 3등은 1점을 얻습니다. 진아네 반에는 1등이 5명, 2등이 7명, 3등이 10명 있습니다. 진아네 반의 달리기 점수의 합은 몇 점일까요?","a = 5
b = 3
c = 1
d = 5
e = 7
f = 10
y = a * d + b * e + c * f
print(y)",56
2631,2631,8,한 변의 길이가 3.83m인 정사각형 모양의 그림의 넓이는 몇 m²인가요?,"a = 3.83
y = a ** 2
print(y)",7.24
2632,2632,2,"학생들이 키가 큰 순서대로 줄을 서있다. 수환이의 키는 두 번째로 크고, 세형이의 키는 네섯 번째로 크다. 동진이의 키는 수환이보다 작고 세형이보다 크다면 동진이는 몇 번째에 서 있을까요?","a = 2
b = 4
y = (a + b) // 2
print(y)",3
2633,2633,7,"승기의 가족 수는 3명, 남준이의 가족 수는 9명, 민우의 가족 수는 4명입니다. 승기, 남준, 민우가 같은 크기의 케이크를 가족의 수대로 똑같이 나누었습니다. 나눈 케이크의 한 조각이 가장 작은 사람은 누구입니까?","a = 3
b = 9
c = 4
dicts = {'승기': 1 / a, '남준': 1 / b, '민우': 1 / c}
y = min(dicts, key=dicts.get)
print(y)",남준
2634,2634,5,"계산 결과를 비교하여 ○ 안에 >, =, <를 알맞게 써넣으시오. 123 + 485 ○ 404 - 123","a = 123
b = 485
c = 404
d = 123
if a + b > c - d:
    y = '>'
elif a + b < c - d:
    y = '<'
else:
    y = '='
print(y)",<
2635,2635,1,달러는 현재 환율로 우리나라 돈 2786원입니다. 5달러는 우리나라 돈으로 얼마입니까?,"a = 2786
b = 5
y = a * b
print(y)",3576
2636,2636,8,"가로가 세로의 1/3배인 직사각형의 가로가 1.13m 일 때, 넓이는 몇 제곱미터인지 소수점 둘째자리까지 구하시오","a = 1/3
b = 4
c = 1.13
y = c * (c / a)
print('%.2f' %y)",4.54
2637,2637,5,"8 * A = 74이고 B * 1 = 10 일 때, A와 B의 합을 구해보시오.","a = 8
b = 74
c = 1
d = 10
y = (b / a) + (d / c)
print(y)",17
2638,2638,7,혜진이네 가족이 아침에 마신 우유의 양은 0.5L이고 저녁에 마신 우유의 양은 4/12L입니다. 혜진이네 가족은 아침과 저녁 중 언제 더 우유를 많이 마셨을까요?,"a = 0.5
b = 4 / 12
dicts = {'아침': a, '저녁': b}
y = max(dicts, key=dicts.get)
print(y)",저녁
2639,2639,5,"세 자리 수의 십의 자리 숫자와 일의 자리 숫자를 바꾼 후 780와 더하였더니 627이 되었다면, 처음 세 자리 수와 183의 차는 얼마일까요?","a = 780
b = 627
c = 183
d = str(b - a)
e = int(d[0] + d[2] + d[1])
y = abs(e - c)
print(y)",100
2640,2640,1,석현이는 쿠키 여러 개를 가지고 있습니다. 이 중에서 민석이에게 46개를 주고 병재에게 23개를 주었더니 18개가 남았습니다. 석현이가 원래 가지고 있던 쿠키는 몇 개일까요?,"a = 46
b = 23
c = 18
y = c + b + a
print(y)",54
2641,2641,5,다음 식 A * 16 = 591 을 만족하는 A를 구하시오.,"a = 16
b = 591
y = b / a
print(y)",20
2642,2642,4,"36과 60의 최대공약수는 12입니다. 2, 3, 4, 9 중 36과 60의 공약수가 아닌 것을 찾아보세요.","a = [2, 3, 4, 9]
b = 12
for i in range(1, b + 1):
    if b % i != 0 and (i in a):
        y = i
        break
print(y)",9
2643,2643,1,이 승강기에는 안전을 위하여 한 번에 탈 수 있는 최대정원이 6명으로 표시되어 있습니다. 한 사람의 몸무게가 70kg이라면 한 번에 실을 수 있는 최대무게는 몇 kg가 될까요?,"a = 6
b = 70
y = a * b
print(y)",765
2644,2644,3,"4개의 숫자 카드 0, 3, 8, 9 가 있습니다. 이중에서, 3개를 골라 한 번씩만 사용하여 세 자리 수를 만들 때, 가장 큰 수와 가장 작은 수의 합을 구하시오.","from itertools import permutations

a = ['0', '3', '8', '9']
b = 3
c = list(map(''.join, permutations(a, b)))
d = max(c)
if '0' in a:
    while True:
        e = min(c)
        if e[0] == '0':
            c.remove(e)
        else:
            break
y = int(d) + int(e)
print(y)",1291
2645,2645,4,"분모와 분자의 합이 65이고, 기약분수로 나타내면 3/7인 분수에서 분모와 분자의 차를 구하시오.","a = 65
b = 3/ 7
for i in range(1, a // 2):
    if i / (a - i) == b:
        y = abs(i + i - a)
        print(y)",18
2646,2646,6,어떤 수를 9로 나누어야 할 것을 실수로 8을 곱했더니 230이었습니다. 바르게 계산한 몫과 나머지를 더한 값을 구하세요.,"a = 9
b = 230
c = b / a // a
d = b / a % a
y = c + d
print(y)",6
2647,2647,8,"네변의 길이의 합이 44cm인 정사각형 안에 가장 큰 원을 그렸을때, 이 원의 반지름은 몇cm 입니까?","a = 4
b = 44
c = 2
y = (b / a) / c
print(y)",10
2648,2648,7,"달빛 마을은 4796명, 별빛 마을은 4193명, 금빛 마을은 7382명 살고 있다면, 사람이 가장 많이 사는 마을은 어디일까요?","dicts = {""달빛"": 4796, ""별빛"": 4193, ""금빛"": 7382}
y = max(dicts, key=dicts.get)
print(y)",별빛
2649,2649,8,"밑변이 2센티미터, 높이가 8센티미터인 평행사변형이 있습니다. 이 평행사변형의 넓이를 구하세요.","a = 2
b = 8
y = a * b
print(y)",12
2650,2650,4,"9, 5, 3이 있습니다. 가장 큰 수에서 가장 작은 수를 뺀 값을 구하시오.","a = [9, 5, 3]
y = max(a) - min(a)
print(y)",6
2651,2651,3,31 이상 85 이하인 자연수는 모두 몇 개인지 구하시오.,"a = 31
b = 85
y = b - a + 1
print(y)",31
2652,2652,1,진수는 13살입니다. 진수 어머니의 나이는 진수 나이의 2배보다 20살이 많다고 합니다. 진수 어머니는 몇 살일까요?,"a = 13
b = 2
c = 20
y = a * b + c
print(y)",52
2653,2653,8,"둘레가 34cm이고, 한 변의 길이가 17cm인 평행사변형이 있습니다. 이 평행사변형의 다른 변의 길이를 구하세요.","a = 34
b = 17
y = (a - 2 * b) / 2
print(y)",8
2654,2654,7,"일정한 빠르기로 버스 A는 45000m를 가는 데 30분이 걸렸고, 버스 B는 200km를 가는 데 3시간이 걸렸습니다. 한 시간을 달렸을 때 더 빠른 버스는 어느 버스인가요?","a = 45
b = 0.5
c = 200
d = 3
dict = {'A':a * (1/b), 'B':c/d}
y = max(dict, key=dict.get)
print(y)",A
2655,2655,8,한 변의 길이가 16센티미터인 정사각형의 각 변의 가운데를 이어 그린 마름모의 넓이를 구하세요.,"a = 16
y = a * a / 2
print(y)",200
2656,2656,1,"선호는 크리스마스 트리에 장식을 사려고 합니다. 그 장식은 9800원인데, 2677원짜리 지폐로 이 물건의 값을 지불하려면, 최소 얼마의 금액을 내야하는지 구해보시오.","import math

a = 9800
b = 2677
y = math.ceil(a / b) * b
print(y)",10000
2657,2657,1,국현이는 283원짜리 동전이 4개 있습니다. 1354원을 모으려면 얼마가 더 필요한지 구하시오.,"a = 283
b = 4
c = 1354
y = c - (a * b)
print(y)",600
2658,2658,1,마스크가 181장씩 1상자가 있습니다. 이 마스크를 형과 동생에게 똑같이 나누어 주려고 합니다. 형은 몇개의 마스크를 받게될까요?,"a = 181
b = 1
c = 2
y = a * b // c
print(y)",100
2659,2659,8,한 변의 길이가 7cm인 정칠각형과 한 변의 길이가 3cm인 정십각형의 둘레의 합을 구해보시오.,"a = 7
b = 7
c = 3
d = 10
y = a * b + c * d
print(y)",83
2660,2660,8,"가로가 23 센티미터 , 세로가 4 센티미터인 직사각형과 둘레가 같은 정사각형의 한 변의 길이는 몇 센티미터 입니까?","a = 23
b = 4
c = 4
y = ((a + b) * 2) / c
print(y)",8
2661,2661,7,"승건이의 가족 수는 4명, 남현이의 가족 수는 9명, 민우의 가족 수는 3명이라고 할때, 승건, 남현, 민우가 같은 크기의 케이크를 각 가족의 수로 똑같이 나누었습니다. 나눈 케이크 한 조각의 크기가 가장 작은 사람은 누구입니까?","a = 4
b = 9
c = 3
dicts = {'승건': 1 / a, '남현': 1 / b, '민우': 1 / c}
y = min(dicts, key=dicts.get)
print(y)",남현
2662,2662,1,송미네 농장에 있는 말와 소의 다리 수를 세어 보니 모두 520개였습니다. 말이 30마리라면 소는 몇 마리인가요?,"a = 520
b = 30
c = 4
d = 4
y = (a - b * c) // d
print(y)",36
2663,2663,1,석민이는 1372원짜리 지폐 9장과 100원짜리 동 전 56개를 가지고 있습니다. 매일 389원씩 사 용한다면 며칠 동안 사용할 수 있을까?,"a = 1372
b = 9
c = 100
d = 56
e = 389
y = ((a * b) + (c * d)) // e
print(y)",15
2664,2664,4,"3.1, 94, 38, 27.1 중 가장 작은 수는 무엇인가요?","a = [3.1, 94, 38, 27.1]
y = min(a)
print(y)",3.20
2665,2665,1,1/4 × 1/2의 몫을 소수 점 아래 둘째자리까지 구하시오.,"a = 1/4
b = 1/2
y = a * b
print(""{:.2f}"".format(y))",0.06
2666,2666,5,"천의 자리 숫자가 3, 백의 자리 숫자가 1, 십의 자리 숫자가 1, 일의 자리 숫자가 1인 네자리 수가 있습니다. 이 수부터 3씩 커지도록 26번 뛰어 센 수를 구하세요.","a = (3 * 2600) + (1 * 100) + (1 * 10) + (1 * 1)
b = 4
c = 10
y = a + (b * c)
print(y)",9182
2667,2667,1,"물 8리터 와 오미자액 9리터 를 섞은 다음 한 병에 1리터 씩 나누어 담으려고 한다면, 몇 병까지 담을 수 있는지 구하시오..","a = 8
b = 9
c = 1
y = (a + b) // c
print(y)",12
2668,2668,8,"넓이가 61cm² 인 정사각형을 7조각으로 나누었다면, 한 조각의 넓이는 몇 cm² 입니까?","a = 61
b = 7
y = a / b
print(y)",20
2669,2669,1,초콜릿 49개를 상자 7게에 똑같이 나누어 담으려고 합니다. 상자 하나에는 초콜릿 몇 개가 들어가야 합니까?,"a = 49
b = 7
y = a // b
print(y)",9
2670,2670,1,20908원짜리 지폐가 한 장 있습니다. 702원짜리 동전 몇 개로 바꿀 수 있습니까?,"a = 20908
b = 702
y = a // b
print(y)",20
2671,2671,4,"34, 3, 18, 2 중 가장 큰 수와 가장 작은 수를 곱한 값 구해보시오.","a = [34, 3, 18, 2]
b = max(a)
c = min(a)
y = b * c
print(y)",72
2672,2672,1,"오성이는 한 상자에 2개씩 들어 있는 구슬 8상자를 똑같이 2묶음으로 나누어 한 묶음을 가졌습니다. 이 중에서 1개를 동생에게 주고, 5개를 형에게서 받았다면 오성이가 가지고 있는 구슬은 모두 몇 개 일까요?","a = 2
b = 8
c = 2
d = 1
e = 5
y = a * b // c - d + e
print(y)",13
2673,2673,1,"사과 5개의 무게는 737g, 귤 4개의 무게는 410g입니다. 사과 4개와 귤 3개의 무게를 합하면 몇 g이 될까요?","a = 5
b = 737
c = 4
d = 410
e = 4
f = 3
y = (b/a) * e + (d/c) * f
print(y)",900
2674,2674,3,"숫자 카드 1, 4, 4, 7, 4를 한 번씩 사용하여 만들 수 있는 다섯 자리 수 중에서 가장 큰 수를 만들어 보시오.","a = [1, 4, 4, 7, 4]
a.sort(reverse=True)
b = list(map(str, a))
y = """".join(b)
print(y)",98531
2675,2675,8,"가로가 60센티미터, 세로가 60센티미터인 직사각형의 각 변의 가운데를 이어 만든 마름모의 넓이는 몇 센티미터²일까요?","a = 60
b = 60
y = a * b / 2
print(y)",1500
2676,2676,1,색연필 97자루를 4명에게 똑같이 나누어 주었습니다. 한 명에게 색연필을 몇 자루씩 나누어 주었을까요?,"a = 97
b = 4
y = a // b
print(y)",16
2677,2677,1,"소영이는 오늘 한 컵에 1/5리터씩 들어있는 주스를 9컵 마셨다면, 소영이는 오늘 주스를 총 몇 리터 마셨습니까?","a = 1/5
b = 9
y = a * b
print(y)",0.67
2678,2678,3,"숫자 1, 9, 3, 6, 9가 있습니다. 이중에서, 서로 다른 2개의 숫자를 뽑아서 만들 수 있는 세 자리 수는 모두 몇 개입니까?","from itertools import permutations

a = ['1', '9', '3', '6', '9']
b = 2
c = list(map(''.join, permutations(a, b)))
y = 0
for i in c:
    if i[0] != '0':
        y += 1
print(y)",60
2679,2679,6,어떤 수를 1으로 나누어야 할 것을 잘못하여 4으로 나누었더니 8로 나누어 떨어졌습니다. 바르게 계산하면 얼마입니까?,"a = 1
b = 4
c = 8
y = b * c / a
print(y)",20
2680,2680,1,자영이네 반은 한 모둠에 2명씩 21모둠입니다. 자영이네 반 학생은 모두 몇 명인지 구해  보세요.,"a = 2
b = 21
y = a * b
print(y)",124
2681,2681,1,갈치 한 묶음은 8마리 입니다. 무게가 같은 갈치의 한 묶음의  무게가 1.90kg일 때 갈치 한 마리의 무게는 몇 kg일까요?,"a = 8
b = 1.90
y = b / a
print(y)",0.32
2682,2682,8,둘레가 204센티미터인 정팔각형이 있습니다. 이 정팔각형의 한 변의 길이를 구하시오.,"a = 8
b = 204
y = b / a
print(y)",20
2683,2683,8,가로가 3cm인 직사각형 A가 있습니다. 이 직사각형의 네 변의 길이의 합은 한변의 길이가 4cm인 정사각형 B의 네 변의 길이의 합이 같습니다. 직사각형 A의 세로는 몇cm 입니까?,"a = 3
b = 4
c = 4
y = (b * c) / 2 - a
print(y)",14
2684,2684,6,"어떤 값을 89으로 나누면 몫은 17이고, 나머지는 3입니다. 그렇다면 어떤 값은 얼마인가요?","a = 89
b = 17
c = 3
y = a * b + c
print(y)",441
2685,2685,8,한 변의 길이가 2cm인 마름모가 있습니다. 이 마름모의 둘레를 구하시오.,"a = 2
b = 4
y = a * b
print(y)",36
2686,2686,1,주스 5리터를 윤기네 반 학생들이 나누어 마셨더니 1.2리터가 남았습니다. 윤기네 반 학생들이 마신 주스는 몇 리터일까요?,"a = 5
b = 1.2
y = a - b
print(y)",3.80
2687,2687,8,한 변의 길이가 9.9센티미터인 정사각형이 있습니다. 이 정사각형의 둘레는 몇 센티미터입니까?,"a = 9.9
b = 4
y = a * b
print(y)",38.8
2688,2688,7,"각 나라별 2021년 합계 출산율은 영국 42/70, 스페인 21/30, 한국 0.55입니다. 합계 출산율이 가장 낮은 나라는 어디인가요?","a = 42 / 70
b = 21 / 30
c = 0.55
dict = {'영국': a, '스페인': b, '한국': c}
y = min(dict, key=dict.get)
print(y)",한국
2689,2689,7,"길이가 21m인 색 테이프를 용은, 정원, 승수 세 사람이 남김없이 사용 하였습니다. 용은이는 145 cm를 사용했고 정원이는 966 cm를 사용 하였고, 승수는 나머지를 사용했습니다. 셋 중 테이프를 가장 많이 사용한 사람은 누구인지 구하세요.","a = 2100
b = 145
c = 966
dicts = {""용은"": b, ""정원"": c, ""승수"": a - b - c}
y = max(dicts, key=dicts.get)
print(y)",승수
2690,2690,7,"순영이는 261 원짜리 동전을 399개 모았고, 성균이는 66 원짜리 동전을 695개 모았다면, 총 금액이 더 큰 사람은 누구입니까?","a = 261
b = 399
c = 66
d = 695
dict = {'순영': a * b, '성균': c * d}
y = max(dict, key=dict.get)
print(y)",성균
2691,2691,8,네 변의 길이의 합이 212센티미터인 정사각형이 있습니다. 이 정사각형의 한 변의 길이는 몇 센티미터인가요?,"a = 4
b = 212
y = b / a
print(y)",30
2692,2692,7,"복숭아의 무게는 100원짜리 동전 60개의 무게와 같고, 배의 무게는 100원짜리 동전 55개의 무게와 같다고 할때, 어떤 것이 더 가볍습니까?","a = 60
b = 55
dict = {'복숭아':a, '배': b}
y = min(dict, key=dict.get)
print(y)",배
2693,2693,8,한 변의 길이가 11cm인 정사각형이 있습니다. 이 정사각형의 둘레는 몇 cm인지 구하세요.,"a = 11
b = 4
y = a * b
print(y)",68
2694,2694,1,30이 16개인 수는 963보다 몇 큰 수일까요?,"a = 30
b = 16
c = 963
y = (a * b) - c
print(y)",200
2695,2695,7,44개씩 들어있는 초콜릿 8상자와 52개씩 들어있는 사탕 5봉지가 있습니다. 둘중에 개수가 더 많은 것은 무엇입니까?,"a = 44
b = 8
c = 52
d = 5
dicts = {'초콜릿': a * b, '사탕': c * d}
y = max(dicts, key=dicts.get) 
print(y)",초콜릿
2696,2696,7,"연필 1개의 무개와 지우개 8개의 무게가 같다고 하면, 1개의 무게가 더 무거운 것은 무엇인가요?","a = 1
b = 8
c = 1
d = c * (a/b)
dict = {'연필':c, '지우개': d}
y = max(dict, key=dict.get)
print(y)",연필
2697,2697,1,수용이네 반 학생 19명을 3명씩 한 모둠으로 나누려고 합니다. 몇 모둠으로 나눌 수 있는지 구하시오.,"a = 19
b = 3
y = a // b
print(y)",7
2698,2698,7,"윤지가 미술 대회에서 상을 받은 그림이 있습니다. 그림의 가로는 45/18m, 세로는 4/11m입니다. 가로와 세로 중 길이가 더 짧은 것은 무엇일까요?","a = 45 / 18
b = 4 / 11
dicts = {'가로': a, '세로': b}
y = min(dicts, key=dicts.get)
print(y)",세로
2699,2699,8,"가로가 33센티미터이고, 세로가 18센티미터인 직사각형이 있습니다. 이 직사각형의 둘레를 구하시오","a = 33
b = 18
y = (a + b) * 2
print(y)",66
2700,2700,4,1개의 긴 코와 7개의 다리를 지닌 코끼리 그림이 있습니다. 코끼리의 코와 다리의 수의 합은 몇 개일까요?,"a = 1
b = 7
y = a + b
print(y)",10
2701,2701,6,어떤 수에 3를 곱해야 할 것을 실수로 2를 더했더니 71가 되었습니다. 바르게 계산하면 얼마입니까?,"a = 3
b = 2
c = 71
y = (c - b) * a
print(y)",160
2702,2702,3,1/5보다 크고 6/5보다 작은 분수 중에서 분모가 61인 분수는 모두 몇 개인지 구하시오.,"a = 1 / 5
b = 6 / 5
c = 61
y = 0
for i in range(1, c):
    if i / c > a and i / c < b:
        y = y + 1
print(y)",16
2703,2703,1,"강가에 백조 6마리가 있었는데, 잠시 후에 백조 3마리가 강가 밖으로 나갔습니다. 강가에 남아 있는 백조는 몇 마리일까요?","a = 6
b = 3
y = a - b
print(y)",4
2704,2704,1,껌이 229 개 있습니다. 이 껌을 한 상자에 74 개씩 3 상자에 담았다면 남은 껌은 몇 개일까요?,"a = 229
b = 74
c = 3
y = a - b * c
print(y)",78
2705,2705,1,지수의 나이는 35살이고 할머니의 나이는 지수의 나이의 3배입니다. 할머니의 나이를 구해보세요.,"a = 35
b = 3
y = a * b
print(y)",84
2706,2706,3,"4장의 숫자 카드 1, 3, 5, 7중 한 장씩만 사용하여 만들 수 있는 두 자리 수 두개의 곱 중에서 가장 큰 곱을 구하시오","from itertools import permutations

a = ['1', '3', '5', '7']
b = list(map(''.join, permutations(a)))
c = []
for i in b:
    d = int(i[:2])
    e = int(i[2:])
    c.append(d * e)
y = max(c)
print(y)",3763
2707,2707,8,"가로가 8센티미터, 세로가 9센티미터인 직사각형이 있습니다. 이 직사각형의 가로와 세로의 차를 구하시오.","a = 8
b = 9
y = abs(b - a)
print(y)",4
2708,2708,1,"떨어진 높이의 3/5만큼 튀어오르는 공을 13.2m 의 높이에서 떨어뜨렸을 때, 네 번째로 튀어오른 높이는 몇 m 가 될까요?","a = 3/5
b = 13.2
y = b * (a ** 4)
print(y)",0.40
2709,2709,6,"어떤 수에 9를 더한 후 32를 곱하고, 75을 뺀 값을 2로 나누면 값이 124입니다. 어떤 수를 구하시오.","a = 9
b = 32
c = 75
d = 2
e = 124
y = (e * d + c) / b - a
print(y)",6
2710,2710,1,수도꼭지에서 한 시간에 79밀리리터씩 물이 샙니다. 하루 동안 새는 물은 모두 몇 밀리리터일까요?,"a = 79
b = 24
y = a * b
print(y)",2160
2711,2711,1,"사과 한 묶음은 4500 원, 체리 한 상자는 18000 원 입니다. 태수는 사과 한 묶음과 체리 한 묶음을 사고 30000 원을 냈습니다. 태수가 받은 거스름돈은 얼마인지 구해 보시오. (단, 체리 한 상자는 9 묶음입니다.)","a = 4500
b = 2000
c = 30000
y = c - (a + b)
print(y)",23500
2712,2712,7,"A는 한 변의 길이가 2cm인 정십각형, B는 가로가 5cm, 세로가 3cm인 직사각형, C는 한 변의 길이가 19cm인 정사각형입니다. 둘레가 가장 긴 도형을 찾으세요.","a = 2
b = 10
c = 5
d = 3
e = 19
f = 4
dict = {'A': a * b, 'B': 2 * (c + d), 'C': e * f}
y = max(dict, key=dict.get)
print(y)",C
2713,2713,1,"클립이 한 상자에 4141개씩 들어 있다면, 10상자에 들어 있는 클립은 모두 몇 개일까요?","a = 4141
b = 10
y = a * b
print(y)",15000
2714,2714,1,여자 허들 100m 경기에서는 시작 선으로부터 1300cm 지점에 첫 허들이 놓이고 총 10개의 허들이 850cm 간격을 두고 놓입니다. 시작 선에서 출발하여 허들 6개가 놓인 위치까지 갔을 때 간 거리는 몇 cm인가요?,"a = 1300
b = 10
c = 850
d = 6
y = a + c * (d - 1)
print(y)",5550
2715,2715,1,진서는 길이가 9m 51cm인 색 테이프를 가지고 있었습니다. 동생에게 잘라 주었더니 3m가 남았습니다. 동생에게 준 색 테이프는 몇 cm인가요?,"a = (9 * 100) + 51
b = (3 * 100)
y = a - b
print(y)",122
2716,2716,3,1부터 8까지의 수 중에서 다음 식 9 * A < 59 를 만족하는 A의 개수를 구하시오.,"a = 1
b = 8
c = 9
d = 59
y = 0
for i in range(a, b + 1):
    if i < (d / c):
        y += 1
print(y)",6
2717,2717,5,41을 어떤 수로 나누면 11으로 나누어 떨어집니다. 어떤 수를 구하시오.,"a = 41
b = 11
y = a // b
print(y)",6
2718,2718,8,둘레가 79cm인 정사각형이 있습니다. 이 정사각형의 한 변의 길이는 몇 cm일까요?,"a = 4
b = 79
y = b / a
print(y)",15
2719,2719,8,"길이가 83cm 인 철사를 구부려서 정육각형 모양을 만들려고 한다면, 한 변의 길이를 몇 cm 로 해야 합니까?","a = 83
b = 6
y = a / b
print(y)",10
2720,2720,8,"넓이가 68cm², 밑변의 길이가 10cm, 윗변의 길이가 32cm인 사다리꼴의 높이를 구하세요.","a = 68
b = 10
c = 32
y = 2 * a / (b + c)
print(y)",6
2721,2721,8,둘레가 4.90미터인 정사각형의 한 변의 길이는 몇 미터인가요?,"a = 4.90
b = 4
y = a / b
print(y)",1.21
2722,2722,8,"가로가 23cm, 세로가 16cm인 직사각형에서 가로와 세로의 길이의 차는 몇 cm입니까?","a = 23
b = 16
y = abs(a - b)
print(y)",2
2723,2723,1,어떤 골프선수가 샷을 29번 쳤는데 이 중에서 홀인원을 2번 쳤습니다. 전체 친 샷 수에 대한 홀인원의 비율을 소수로 나타내어 보세요.,"a = 29
b = 2
y = b / a
print(y)",0.10
2724,2724,4,11/35를 서로 다른 세 단위분수의 합으로 나타내려고 합니다. 세 단위분수의 분모의 합 계산해보세요.,"from itertools import combinations
a = 11
b = 35
c = [1 / i for i in range(2, b + 1) if b % i == 0]
for i in list(combinations(c, 3)):
    if sum(i) == a / b:
        y = 1 / i[0] + 1 / i[1] + 1 / i[2]
        print(y)",27
2725,2725,1,"옷 공장에 기계가 1 대 있습니다. 옷을 가 기계는 2시간에 196개, 나 기계는 7시간에 979개를 만듭니다. 같은 빠르기로 7시간 동안 두 기계를 같이 돌리면 옷을 총 몇 개 만들 수 있습니까?","a = 1
b = 196
c = 7
d = 979
e = 7
y = (b / a * e) + (d / c * e)
print(y)",1400
2726,2726,8,"가로가 34cm, 세로가 20cm인 직사각형 모양의 종이를 크기가 같은 정사각형 모양으로 남는 부분 없이 자른다면, 종이는 몇 개 만들 수 있습니까?","import math

a = 34
b = 20
c = math.gcd(a, b)
y = (a // c) * (b // c)
print(y)",2
2727,2727,8,반지름이 7cm인 원을 54cm길이가 인 선분 AB 위에 원의 중심이 놓이도록 겹치지 않게 그리려고 합니다. 원을 몇 개까지 그릴 수 있습니까?,"a = 7
b = 2
c = 54
y = c // (a * b)
print(y)",3
2728,2728,4,"수 3, 17, 55, 27가 있습니다. 가장 큰 수를 가장 작은 수로 나눈 몫을 구해 보세요.","a = [3, 17, 55, 27]
y = max(a) // min(a)
print(y)",16
2729,2729,8,넓이가 29cm²이고 높이가 16cm인 삼각형이 있습니다. 이 삼각형의 밑변의 길이는 몇 cm인지 구해 보세요.,"a = 29
b = 16
y = a * 2 / b
print(y)",10
2730,2730,1,초콜릿 81개를 학생 9명에게 8개씩 나누어 주려고 합니다. 나누어주고 남은 초콜릿은 몇 개입니까?,"a = 81
b = 9
c = 8
y = a - (b * c)
print(y)",4
2731,2731,1,어떤 가게에서 초콜릿 9784개를 가지고 있습니다. 초콜릿을 한 봉지에 105개씩 담으려고 한다면 최대 몇봉지를 만들 수 있나요?,"a = 9784
b = 105
y = a // b
print(y)",98
2732,2732,1,정우는 5980미터 오래 달리기를 하고 있습니다. 정우가 3000미터 중 534미터를 달렸다면 남은 거리와 전체 거리의 비율은 몇 %인지 구해 보세요.,"a = 5980
b = 534
y = (a - b) / a * 100
print(y)",80
2733,2733,6,2학년 1반 학생은 모두 70명이다. 한 사람에게 볼펜을 똑같이 46자루씩 나누어 주었더니 11자루가 남았다면 처음에 가지고 있던 볼펜의 수는?,"a = 70
b = 46
c = 11
y = a * b + c
print(y)",595
2734,2734,1,"굴비 한 두름은 32마리입니다. 굴비 다섯 두름이면, 굴비가 총 몇 마리 인지 구하시오.","a = 32
b = 5
y = a * b
print(y)",100
2735,2735,8,둘레가 30cm인 정구각형이 있습니다. 이 정구각형의 한변의 길이를 구하세요.,"a = 30
b = 9
y = a / b
print(y)",10
2736,2736,8,"넓이가 45센티미터², 윗변이 10센티미터, 밑변이 6센티미터인 사다리꼴의 높이는 몇 센티미터인가요?","a = 45
b = 10
c = 6
y = a * 2 / (b + c)
print(y)",6
2737,2737,1,튤립가 60송이 있습니다. 튤립을 꽃병 한 개에 5송이씩 꽂는다면 꽃병은 몇 개 필요할까요?,"from math import ceil

a = 60
b = 5
y = ceil(a / b)
print(y)",11
