,class,problem,code,answer,Unnamed: 0,Unnamed: 0.1
542,7,"서점에 위인전이 673권, 소설책이 490권 있다면, 더 많은 것은 무엇일까요?","a = 673
b = 490
dicts = {'위인전': a, '소설책': b}
y = max(dicts, key=dicts.get)
print(y)",소설책,542.0,542.0
2518,4,"숫자 70, 67, 21, 70 중에서, 가장 큰 수와 가장 작은 수의 곱을 구하시오.","a = [70, 67, 21, 70]
y = max(a) * min(a)
print(y)",2378,2518.0,2518.0
1327,2,"학교에서 국어, 수학, 영어, 과학, 사회의 순서로 시험을 봤습니다. 두 번째로 시험을 본 과목은 무엇입니까?","a = ['국어', '수학', '영어', '과학', '사회']
b = 2
y = a[b - 1]
print(y)",수학,1327.0,1327.0
1023,8,가로의 길이가 16cm이고 세로의 길이가 A인 직사각형의 둘레가 80cm일 때 A를 구하세요.,"a = 16
b = 80
y = (b - a - a) / 2
print(y)",23,1023.0,1023.0
1043,1,"초콜릿 99개를 한 사람에게 11개씩 나누어 주려고 한다면, 초콜릿을 몇 명에게 나누어 줄 수 있는지 구해 보시오. ","a = 99
b = 11
y = a // b
print(y)",9,1043.0,1043.0
1383,4,"37, 16, 4, 4중 가장 큰 수와 가장 작은 수의 곱을 구해 보시오.","a = [37, 16, 4, 4]
b = max(a)
c = min(a)
y = b * c
print(y)",180,1383.0,1383.0
1271,5,다음 비례식 1:3 = 6:A을 만족하는 A를 구하시오.,"a = 1
b = 3
c = 6
y = b * c / a
print(y)",12,1271.0,1271.0
1590,1,"일정하게 물이 나오는 수도를 14분 동안 틀어 욕조에 73리터의 물을 받았다고하면, 1분 동안 받은 물의 양은 몇 리터 입니까?","a = 73
b = 14
y = a / b
print(y)",3,1590.0,1590.0
1006,8,"1미터인 철사로 한 변의 길이가 18센티미터인 정삼각형과 가로 길이 5센티미터, 세로 길이 5센티미터인 직사각형을 만들었다면, 남은 철사의 길이는 몇 센티미터인가요?","a = 100
b = 18
c = 5
d = 5
y = a - (b * 3 + 2 * (c + d))
print(y)",148,1006.0,1006.0
684,8,모서리가 64개인 각기둥의 꼭지점 개수를 구하세요.,"a = 64
b = a // 3
y = b * 2
print(y)",20,684.0,684.0
2024,1,"어느 비행기에 남자가 270명, 여자가 367명 타고 있습니다. 그중 어린이가 85명이고 나머지는 어른입니다. 비행기에 타고있는 어른은 몇 명인지 구하여 보세요.","a = 270
b = 367
c = 85
y = a + b - c
print(y)",341,2024.0,2024.0
1452,1,성규의 발 길이는 50cm입니다. 옷장의 짧은 쪽의 길이를 성규의 발로 재었더니 2번이었습니다. 옷장의 짧은 쪽의 길이는 몇 cm일까요?,"a = 50
b = 2
y = a * b
print(y)",115,1452.0,1452.0
58,1,두웅이는 784 원짜리 색연필 3 자루와 719 원짜리 포스트잇 5 개를 사고 5950원을 냈습니다. 두웅이가 받을 거스름돈은 얼마인지 답을 구하여라.,"a = 784
b = 3
c =719
d = 5
e = 5950
y = e - (a * b + c * d)
print(y)",250,58.0,58.0
254,1,공도는 매실주스를 매일 0.7L씩 마십니다. 공도가 9일 동안 마실 매실주스를 준비하려면 1L짜리 매실주스를 적어도 몇 개 사야 할까요?,"import math

a = 0.7
b = 9
y = math.ceil(b * a)
print(y)",7,254.0,254.0
1613,8,"가로가 1센티미터, 세로가 7센티미터인 직사각형의 네 변의 길이의 합은 몇 센티미터입니까?","a = 1
b = 7
y = (a + b) * 2
print(y)",14,1613.0,1613.0
1296,8,"가로가 9cm, 세로가 9cm인 직사각형이 있습니다. 이 직사각형의 둘레는 세로 길이의 몇 배인가요?","a = 9
b = 9
y = (a + b) * 2 / b
print(y)",5,1296.0,1296.0
831,1,동진이네 반 학생 51명에게 연필을 4자루씩 나누어 주려고 합니다. 연필을 17자루씩 묶음으로만 판다면 최소 몇 묶음을 사야 하는지 구해 보세요.,"import math

a = 51
b = 4
c = 17
y = math.ceil((a * b) / c)
print(y)",20,831.0,831.0
2347,8,한 변의 길이가 17센티미터인 정사각형이 있습니다. 이 정사각형의 둘레를 구하세요.,"a = 17
b = 4
y = a * b
print(y)",60,2347.0,2347.0
900,7,"세진이는 하루 35시간 중에서 1/4만큼, 현진이는 2/9만큼 비행기를 탔습니다. 누가 더 오래 비행기를 탔을까요?","a = 35
b = 1/4
c = 2/9
dict = {'세진' : a * b, '현진' : a * c}
y = max(dict, key=dict.get)
print(y)",현진,900.0,900.0
2384,8,한 변의 길이가 58cm인 정사각형이 있습니다. 이 정사각형의 넓이는 몇 cm²입니까?,"a = 58
b = 4
y = a * a
print(y)",1369,2384.0,2384.0
2549,2,"총 49명의 학생이 한 줄로 서있을때, 승철이의 앞에 6명의 학생이 있다면 승철이는 뒤에서 몇 번째에 서 있습니까?","a = 49
b = 6
y = a - b + 1
print(y)",22,2549.0,2549.0
1666,3,"4장의 숫자 카드 1, 8, 6, 2 중에서 2장을 골라 한 번씩만 사용하여 AB/2 와 같은 나눗셈식을 만들려고 합니다. 만든 나눗셈의 몫이 가장 작을 때의 몫을 구하시오.","from itertools import permutations

a = ['1', '8', '6', '2']
b = int(min(map(''.join, permutations(a, 2))))
c = 2
y = b // c
print(y)",6,1666.0,1666.0
1406,7,"윤아와 한서의 자유형 100 미터 기록은 각각 윤아 150초, 한서는 2분 10초 입니다. 누가 더 빠른지 구하세요.","a = 150
b = (2 * 60) + 10
dicts = {'윤아': a, '한서': b}
y = min(dicts, key=dicts.get)
print(y)",한서,1406.0,1406.0
108,1,어떤 식료품점에서는 10개에 24034원 하는 석류를 사와서 한 상자에 8개씩 담아 11685 원에 팔았습니다. 식료품점에서 석류를 팔아 얻은 수익이 26696 원이라면 판 석류는 모두 몇 상자입니까?,"from math import ceil

a = 10
b = 24034
c = 8
d = 11685
e = 26696
y = ceil((e / ((d / c) - (b / a))) / c)
print(y)",11,108.0,108.0
2659,8,한 변의 길이가 7cm인 정칠각형과 한 변의 길이가 3cm인 정십각형의 둘레의 합을 구해보시오.,"a = 7
b = 7
c = 3
d = 10
y = a * b + c * d
print(y)",83,2659.0,2659.0
1378,8,"넓이가 45cm², 윗변이 2cm, 밑변이 8cm인 사다리꼴이 있습니다. 이 사다리꼴의 높이는 몇 cm인가요?","a = 45
b = 2
c = 8
y = (a * 2) / (b + c)
print(y)",5,1378.0,1378.0
0,8,한 변의 길이가 50cm인 정육각형과 둘레가 같은 정팔각형이 있습니다. 이 정팔각형의 한 변의 길이는 몇 cm인지 구하시오.,"a = 50
b = 6
c = 8
y = a * b / c
print(y)",18,0.0,0.0
1114,1,"인스타그램에서 퀴즈 대회가 열렸습니다. 퀴즈 대회의 참가 인원은 804명입니다. 첫 번째 문제에서 전체의 3/3가 탈락했고, 두 번째 문제에서 남아 있는 사람의 1/3가 탈락했습니다. 세번째 문제를 풀 수 있는 사람은 몇 명일까요?","a = 804
b = 3/3
c = 1/3
y = int(a * (1 - b) * (1 - c))
print(y)",140,1114.0,1114.0
788,8,"한변이 4m, 다른 변이 348cm인 직사각형과 밑변이 2m, 높이가 3m인 삼각형이 있습니다. 두 도형의 넓이의 차는 몇 cm²인지 구하시오.","a = 4 * 100
b = 348
c = 2 * 100
d = 3 * 100
y = abs(a * b - c * d / 2)
print(y)",140000,788.0,788.0
521,4,"들이 28L, 9L 358mL, 5486mL가 있습니다. 가장 많은 들이와 가장 적은 들이의 합은 몇 mL인지 구하시오.","a = [28000, 9358, 5486]
y = max(a) + min(a)
print(y)",14050,521.0,521.0
2784,5,6300 - □ - 6789 규칙적인 수의 배열에서 □에 알맞은 수를 구해 보시오.,"a = 6300
b = 6789
c = a - b
y = b + c / 2
print(y)",6350,2784.0,2784.0
2696,7,"연필 1개의 무개와 지우개 8개의 무게가 같다고 하면, 1개의 무게가 더 무거운 것은 무엇인가요?","a = 1
b = 8
c = 1
d = c * (a/b)
dict = {'연필':c, '지우개': d}
y = max(dict, key=dict.get)
print(y)",연필,2696.0,2696.0
2302,1,"화성에서 몸무게는 지구의 1/3입니다. 만약 63kg인 서진이가 화성에 간다면, 서진이는 몇 kg 입니까?","a = 1/3
b = 63
y = a * b
print(y)",8.75,2302.0,2302.0
338,1,분필이 한 상자에 29개씩 들어 있습니다. 40상자에 들어 있는 분필은 모두 몇 개입니까?,"a = 29
b = 40
y = a * b
print(y)",600,338.0,338.0
1672,1,설탕 81.81kg을 한 봉지에 1.26kg씩 담아 팔려고 합니다. 설탕을 남김없이 봉지에 담아 모두 팔려면 설탕은 적어도 몇 kg 더 필요한지 구해 보세요.,"from math import ceil

a = 81.81
b = 1.26
c = ceil(a / b)
y = b * c - a
print(y)",0.39,1672.0,1672.0
262,1,마카롱이 한 상자에 7개씩 16줄로 놓여 있습니다. 이 초콜릿을 학생 7명에게 7개씩 나누어 주면 몇 개가 남습니까?,"a = 7
b = 16
c = 7
d = 7
y = (a * b) - (c * d)
print(y)",8,262.0,262.0
49,8,원 안에 마름모의 넓이가 96cm²일 때 원의 반지름은 몇 cm일까요?,"a = 96
y = (a * 2) ** (1 / 2) / 2
print(y)",6.708203932499369,49.0,49.0
2198,8,길이가 91센티미터 인 끈으로 만든 가장 큰 정사각형 한 변의 길이는 몇 센티미터 입니까?,"a = 91
b = 4
y = a / b
print(y)",22,2198.0,2198.0
2676,1,색연필 97자루를 4명에게 똑같이 나누어 주었습니다. 한 명에게 색연필을 몇 자루씩 나누어 주었을까요?,"a = 97
b = 4
y = a // b
print(y)",16,2676.0,2676.0
1734,1,"수제 사탕 공장에서 오늘 사탕을 10000개 생산했습니다. 이 사탕들을 한 봉지에 84개씩 530봉지에 담았을때, 남은 봉지에 담고 남은 사탕의 개수는 몇 개입니까?","a = 10000
b = 84
c = 530
y = a - b * c
print(y)",1000,1734.0,1734.0
2426,8,한 변의 길이가 5m인 정사각형 모양의 땅이 있습니다. 이땅을 가로는 1.4배로 세로는 1.5배로 늘렸다면 새로운 땅의 넓이는 몇 m²인가요?,"a = 5
b = 1.4
c = 1.5
y = a * b * a * c
print(y)",60.48,2426.0,2426.0
1369,3,"6장의 숫자 카드 2, 4, 6, 9를 한 번씩 모두 사용하여 두 자리수 두개의 곱을 구하려고 합니다. 가장 큰 곱과 가장 작은 곱의 합을 구하시오.","from itertools import permutations

a = ['2', '6', '6', '9']
b = list(map(''.join, permutations(a)))
c = []
for i in b:
    d = int(i[:2])
    e = int(i[2:])
    c.append(d * e)
y = max(c) + min(c)
print(y)",4498,1369.0,1369.0
394,1,"주스 12.5리터를 3명이 똑같이 나누어 마시려고 한다면, 한 사람이 몇 리터씩 마실 수 있을까요?","a = 12.5
b = 3
y = a / b
print(y)",3.20,394.0,394.0
2753,1,어항의 들이는 물통의 들이의 2배입니다. 물통에 물을 가득 채우려면 바가지에 물을 가득 채워 4번 부어야 합니다. 어항에 물을 가득 채우려면 바가지로 총 몇 번 부어야 할까요?,"a = 2
b = 4
y = a * b
print(y)",16,2753.0,2753.0
1213,3,1부터 5까지의 자연수 중에서 다음 식 96－9÷3＋52＞A 을 만족하는 수는 모두 몇 개인가요?,"a = 56 - (9/3) + 52
b = 1
c = 9
y = 0
for i in range(b, c + 1):
    if i < a:
        y += 1
print(y)",9,1213.0,1213.0
2656,1,"선호는 크리스마스 트리에 장식을 사려고 합니다. 그 장식은 9800원인데, 2677원짜리 지폐로 이 물건의 값을 지불하려면, 최소 얼마의 금액을 내야하는지 구해보시오.","import math

a = 9800
b = 2677
y = math.ceil(a / b) * b
print(y)",10000,2656.0,2656.0
2788,5,"다음 식 A * 1 = 9, 1 * B = 49 을 만족하는 A와 B의 차는 얼마인가요?","a = 1
b = 9
c = 1
d = 49
y = abs((b / a) - (d / c))
print(y)",20,2788.0,2788.0
2525,1,비누 1 개를 만드는 데 폐식용유 1/14L가 필요합니다. 폐식용유 5/6L로는 비누를 몇 개 만들 수 있을까요?,"a = 1
b = 1/14
c = 5/6
y = int(a * c / b)
print(y)",15,2525.0,2525.0
1557,7,"현희는 전체 케이크의 4/2, 유빈이는 1/4 나머지는 세민이가 먹었습니다. 케이크를 가장 많이 먹은 사람은 누구입니까?","a = 4 / 2
b = 1 / 4
c = 1 - (a + b)
dicts = {'현희': a, '유빈': b, '세민': c}
y = max(dicts, key=dicts.get)
print(y)",세민,1557.0,1557.0
202,1,"웨딩케이크는 결혼을 할 때 쓰이는 케이크로 잘 알려져 있다.  그 규모가 높이는 4.25m, 밑면의 지름은 0.25m로 쉬폰케이크를 1단으로 쌓아 만들었습니다. 웨딩케이크의  높이는 밑면의 지름의 몇 배일까요?","a = 4.25
b = 0.25
y = a / b
print(y)",17,202.0,202.0
2210,1,민수는 빵집에서 1187원짜리 빵을 8개 사고 10000원을 냈습니다. 민수는 거스름돈을 얼마 받았습니까?,"a = 1187
b = 8
c = 10000
y = c - a * b
print(y)",400,2210.0,2210.0
576,1,"6/7, 1/9, 9/9이 있을 때, 세 수의 곱을 구해보시오.","a = 6/7
b = 1/9
c = 9/9
y = a * b * c
print(y)",0.06,576.0,576.0
1323,1,첼로는 바닥에 내려 놓고 6줄로 연주하는 현악기입니다. 첼로가  6대 있다면 줄은 모두 몇 개일까요?,"a = 6
b = 6
y = a * b
print(y)",48,1323.0,1323.0
1972,3,"숫자 카드 1, 3, 4, 4, 9를 모두 한 번씩만 사용하여 만들 수 있는 가장 큰 수는 무엇인가요?","a = [1, 3, 4, 4, 9]
a.sort(reverse=True)
b = list(map(str, a))
y = """".join(b)
print(y)",86542,1972.0,1972.0
121,8,원 안에 그릴 수 있는 넓이가 2cm²인 가장 큰 마름모를 그렸습니다. 원의 반지름은 몇 cm일까요?,"a = 2
y = (a * 2) ** (1 / 2) / 2
print(y)",2,121.0,121.0
177,3,1부터 8까지의 자연수 중에서 다음 식 25－80÷7＋5＞A를 만족하는 수는 모두 몇 개일까요?,"a = 25 - 80/7 + 5
b = 1
c = 8
y = 0
for i in range(b, c + 1):
    if i < a:
        y += 1
print(y)",3,177.0,177.0
174,4,"수 12, 51, 73 중에서 2개를 골라 곱한 값이 5079이라고 한다면, 두 수 중 더 작은 값은 얼마인가요?","from itertools import combinations

a = [12, 51, 73]
b = 5079
c = list(combinations(a, 2))
for i in c:
    if i[0] * i[1] == b:
        y = min(i[0], i[1])
        break
print(y)",40,174.0,174.0
1864,1,라일락 19 송이로 꽃바구니를 5개 만들 수 있습니다. 똑같은 꽃바구니를 93 개 만들려면 라일락은 모두 몇 송이 필요할까요?,"a = 19
b = 5
c = 93
y = a / b * c
print(y)",400.0,1864.0,1864.0
2618,6,어떤 수에 16를 더해야 하는데 잘못하여 2를 곱했더니 36이 되었습니다. 바르게 계산하면 얼마입니까?,"a = 16
b = 2
c = 36
y = c / b + a
print(y)",40,2618.0,2618.0
2114,3,"1부터 14까지 자연수를 쓰려고 할때, 숫자 3은 모두 몇 번 써야 합니까?","a = 1
b = 14
c = '3'
y = 0
for i in range(a, b + 1):
    y += str(i).count(c)
print(y)",13,2114.0,2114.0
2779,4,"승호네 그룹의 멀리뛰기 기록은 승호 164 cm, 명수 108 cm,예슬 217 cm입니다. 가장 멀리 뛴 학생과 가장 가깝게 뛴 학생의 거리의 차는 몇 cm입니까?","a = [164, 108, 217]
y = max(a) - min(a)
print(y)",24,2779.0,2779.0
1265,1,"지하철에 승객이 268명 타고 있었습니다. 이번 역에서 213명이 내렸고, 773명이 탔습니다. 현재 지하철에는 몇 명의 승객이 타고 있을까요?","a = 268
b = 213
c = 773
y = a - b + c
print(y)",700,1265.0,1265.0
232,1,사슴과 토끼의 다리 수는 8개입니다.  수를 세어 보니 모두 68 개였습니다. 사슴이  6마리라면 토끼는 몇 마리일까요?,"a = 8
b = 68
c = 6
y = (b - c * a) // a
print(y)",8,232.0,232.0
2260,4,"숫자 12, 7, 91, 198중에서, 가장 큰 수를 가장 작은 수로 나눈 몫을 구해 보세요.","a = [12, 7, 91, 198]
y = max(a) // min(a)
print(y)",31,2260.0,2260.0
735,4,"숫자 카드 1, 5, 3가 있습니다. 카드를 한 번씩만 사용하여 다음과 같은 등식 5 * A = B 을 만들려고 할 떄, A는 한자리 수라면, 두자리수 B는 얼마입니까?  ","from itertools import permutations

a = [1, 5, 3]
b = 5
c = list(permutations(a, 3))
for i in c:
    if b * i[0] == (i[1] * 10 + i[2]):
        y = i[1] * 10 + i[2]
print(y)",15,735.0,735.0
2463,8,한 변의 길이가 11센티미터인 정삼각형이 있습니다. 이 정삼각형의 둘레와 넓이를 더하면 얼마입니까?,"a = 11
b = 3
y = a * b + a * a * (3 ** 0.5 / 4) 
print(y)",98.35382907247958,2463.0,2463.0
769,1,붕어빵 74개를 한 명에게 9개씩 나누어 주려고 합니다. 붕어빵을 몇 명에게 나누어 줄 수 있을까요?,"a = 74
b = 9
y = a // b
print(y)
",15,769.0,769.0
2772,8,한 변의 길이가 88.88cm인 정팔각형과 둘레가 같은 정사각형의 한 변의 길이는 몇 cm인가요?,"a = 88.88
b = 8
c = 4
y = a * b / c
print(y)",177.76,2772.0,2772.0
1720,1,"어느 공장에서 문제집을 1 월에는 277 권, 2 월에는 425 권을 만들었습니다. 이 공장에서 1 월과 2 월 동안 만든 문제집은 모두 몇 권인지 계산해보시오.","a = 277
b = 425
y = a + b
print(y)",702,1720.0,1720.0
1759,1,"어느 화단의 가로의 길이는 76m 이고, 세로의 길이는 8m 라면, 가로의 길이는 세로의 길이의 몇 배입니까?","a = 76
b = 8
y = a / b
print(y)",3,1759.0,1759.0
1298,1,떨어진 높이의 0.3배만큼 튀어 오르는 럭비공이 있습니다. 높이가 9m인 곳에서 이 공을 떨어뜨렸을 때 두 번째로 튀어 오른 럭비공의 높이는 몇 m인지 답을 구하시오.,"a = 0.3
b = 9
y = b * a * a
print(y)",0.96,1298.0,1298.0
453,4,"숫자 9. 93, 70, 22가 있습니다. 이중에서, 가장 큰 수에서 가장 작은 수를 나눈 몫을 구하세요.","a = [9, 93, 70, 22]
y = max(a) // min(a)
print(y)",9,453.0,453.0
2197,1,연필이 18cm보다 7.7mm 더 길다면 연필의 길이를 소수로 나타내면 몇 cm인가요?,"a = 18
b = 7.7 * 0.1
y = a + b
print(y)",12.75,2197.0,2197.0
2051,7,"명주는 1과 4의 주사위 눈을 갖고 있고, 재민은 3과 6의 주사위 눈을 갖고 있고, 준희는 4와 2의 주사위 눈을 갖고 있습니다. 주사위의 눈의 수의 합이 가장 큰 사람의 이름을 적으시오.","a = 1
b = 4
c = 3
d = 6
e = 4
f = 2
dicts = {'명주': a + b, '재민': c + d, '준희': e + f}
y = max(dicts, key=dicts.get)
print(y)",준희,2051.0,2051.0
1867,8,네 변의 길이의 합이 36센티미터인 정사각형의 한 변의 길이는 몇 센티미터일까요?,"a = 36
y = a / 4
print(y)",20,1867.0,1867.0
482,1,물 850mL 중에서 수연이는 오전에 684mL를 마시고 오후에 237mL를 마셨습니다. 남은 물은 몇 mL인지 구하시오.,"a = 850
b = 684
c = 237
y = a - b - c
print(y)",150,482.0,482.0
2684,6,"어떤 값을 89으로 나누면 몫은 17이고, 나머지는 3입니다. 그렇다면 어떤 값은 얼마인가요?","a = 89
b = 17
c = 3
y = a * b + c
print(y)",441,2684.0,2684.0
593,1,노란색 리본 10.16미터 와 초록색 리본 8.47미터가 있었습니다. 이 중에서 2.28미터를 사용하였다면 남은 리본의 길이는 몇 미터일까요?,"a = 10.16
b = 8.47
c = 2.28
y = a + b - c
print(y)",15.87,593.0,593.0
2148,1,"어떤 자동차가 1km를 가는데 0.26리터의 휘발유가 필요합니다. 이 자동차가 일정한 빠르기로 한 시간에 85km를 갈 때, 1시간 동안 가려면 휘발유는 몇 리터 필요한가요?","a = 1
b = 0.26
c = 1
d = 85
e = 1
y = (b/a) * (d/c) * e
print(y)",28.80,2148.0,2148.0
1295,8,"직사각형 모양의 가로의 길이가 36cm이고, 세로의 길이가 34cm인 연의 몸통의 넓이는 몇 cm²일까요?","a = 36
b = 34
y = a * b
print(y)",750,1295.0,1295.0
939,1,원영이의 한 걸음은 7cm입니다. 원영이가 10걸음을 걸으면 걸은 거리는 몇 cm가 될까요?,"a = 7
b = 10
y = a * b
print(y)",60,939.0,939.0
2478,3,"숫자 카드 1, 1, 8, 6가 있습니다. 카드를 한 번씩 사용하여 만들 수 있는 두 자리 수 중에서 3으로 나눠지는 수는 모두 몇 개입니까?","from itertools import permutations

a = ['1', '1', '8', '6']
b = 3
c = list(map(''.join, permutations(a, b)))
y = 0
for i in c:
    if i[0] == '0':
        continue
    if int(i) % 2 == 0:
        y += 1
print(y)",3,2478.0,2478.0
929,4,34부터 62까지의 수 중에서 9의 배수는 모두 몇 개 일까요?,"a = 34
b = 62
c = 9
y = 0
for i in range(a, b + 1):
    if i % c == 0:
        y += 1
print(y)",4,929.0,929.0
2713,1,"클립이 한 상자에 4141개씩 들어 있다면, 10상자에 들어 있는 클립은 모두 몇 개일까요?","a = 4141
b = 10
y = a * b
print(y)",15000,2713.0,2713.0
2019,5,"어떤 두 수의 최대공약수는 39이고, 곱은 2381입니다. 이 두 수의 최소공배수를 구해 보세요.","a = 39
b = 2381
y = b // a
print(y)",50,2019.0,2019.0
742,1,709보다 668 작은 수는 얼마일까요?,"a = 709
b = 668
y = a - b
print(y)",331,742.0,742.0
1117,8,한변의 길이가 77cm인 정팔각형이 있습니다. 이 정팔각형의 둘레를 구하시오.,"a = 77
b = 8
y = a * b
print(y)",480,1117.0,1117.0
1628,3,"9장의 수 카드 2, 4, 5, 8, 9를 한 번씩 사용하여 만들 수 있는 가장 큰 세 자리 수와 가장 작은 세 자리 수의 차를 구하세요.","from itertools import permutations

a = ['9', '4', '2', '8', '9']
b = 3
c = int(max(map(''.join, permutations(a, b))))
d = int(min(map(''.join, permutations(a, b))))
y = c - d
print(y)",420,1628.0,1628.0
881,5,245과 26를 어떤 수로 나누면 두 수 모두 나누어떨어집니다. 어떤 수 중 가장 큰 수는 얼마인가요?,"import math

a = 245
b = 26
y = math.gcd(a, b)
print(y)",25,881.0,881.0
206,2,"수정, 민아, 지민, 유정, 현정 순서로 줄을 서려고 합니다. 지민이는 몇번째에 서야할까요?","a = ['수정', '민아', '지민', '유정', '현정']
b = '지민'
y = a.index(b) + 1
print(y)",3,206.0,206.0
2320,8,"동우는 지름이 58센티미터 인 굴렁쇠를 일직선으로 3바퀴 굴렸습니다. 굴렁쇠가 굴러간 거리를 재어 보니 935.1센티미터 일 때, 굴렁쇠의 둘레는 지름의 몇 배입니까?","a = 935.1
b = 3
c = 58
d = a / b
y = d / c
print(y)",3.14,2320.0,2320.0
2760,4,"8, 6, 2, 7의 총 4개의 수 카드가 있다. 가장 큰 수에서 가장 작은 수를 빼면 몇 이 되나요?","a = [8, 6, 2, 7]
y = max(a) - min(a)
print(y)",6,2760.0,2760.0
2508,4,"숫자 카드 78, 12, 53, 91이 있을 때 가장 큰 수를 가장 작은 수로 나누었을 때 몫을 구하시오.","a = [78, 12, 53, 91]
y = max(a) // min(a)
print(y)",3,2508.0,2508.0
150,6,28과 25의 차를 8으로 나누고 47을 더한 수를 구하시오.,"a = 28
b = 25
c = 8
d = 47
y = abs(a - b) / c + d
print(y)",35,150.0,150.0
223,1,1분에 3.7리터씩 물이 나오는 수도로 300분 동안 물을 받는다면 물은 모두 몇 리터가 되는지 구해보세요.,"a = 3.7
b = 300
y = a * b
print(y)",1110,223.0,223.0
1807,1,(70－10)×3와 70－(11×6) 두 식의 계산 결과의 차이는 얼마인지 구하세요.,"a = (70 - 10) * 3
b = 70 - (11 * 6)
y = a - b
print(y)",350,1807.0,1807.0
705,6,어떤 수를 4로 나누어야 할 것을 실수로 8을 곱했더니 417이 되었습니다. 바르게 계산해보시오.,"a = 4
b = 8
c = 417
y = (c / a) / b
print(y)",5,705.0,705.0
1975,3,"숫자 카드 1, 6, 6가 있습니다. 카드를 한 번씩만 사용하여 만들 수 있는 두 자리 수 AB와 한 자리수 C에 대해 가장 큰 곱을 구하시오.","from itertools import permutations

a = ['1', '6', '6']
b = list(map(''.join, permutations(a)))
c = []
for i in b:
    d = int(i[:-1])
    e = int(i[-1])
    c.append(d * e)
y = max(c)
print(y)",279,1975.0,1975.0
671,1,사과 77개를 한 명에게 7 개씩 주면 몇 명에게 나누어 줄 수 있습니까?,"a = 77
b = 7
y = a // b
print(y)",9,671.0,671.0
1011,8,둘레가 80cm인 정사각형의 한 변의 길이는 몇 cm일까요?,"a = 80
b = 4
y = a / b
print(y)",20,1011.0,1011.0
170,8,"길이가 40cm인 철사를 겹치지 않게 사용하여 한 변의 길이가 9cm인 정사각형 1개를 만들었다면, 남은 철사의 길이는 몇 cm인지 구하시오.","a = 40
b = 9
c = 4
y = a - b * c
print(y)",4,170.0,170.0
902,4,1부터 186까지의 수 중에서 6의 배수이면서 4의 배수인 수의 개수를 구하여 보세요.,"a = 186
b = 6
c = 4
y = 0
for i in range(1, a + 1):
    if i % b == 0 and i % c == 0:
        y += 1
print(y)",4,902.0,902.0
784,3,"숫자 1, 4, 5, 9가 있습니다. 숫자 1개를 뽑아 만들 수 있는 두 자리 수 중에서 가장 큰 수와 가장 작은 수의 차를 구하시오.","from itertools import permutations

a = ['1', '4', '5', '9']
b = 1
c = int(max(map(''.join, permutations(a, b))))
d = int(min(map(''.join, permutations(a, b))))
y = abs(c - d)
print(y)",82,784.0,784.0
658,8,둘레가 60cm인 정사각형의 각 변의 가운데를 이어 그린 마름모의 넓이는 몇 cm²인지 구하세요.,"a = 60
b = 4
y = (a / b) ** 2 / 2
print(y)",50,658.0,658.0
1405,8,한변의 길이가 8.47미터인 정사각형의 넓이는 몇 제곱미터인가요?,"a = 8.47
y = a * a
print(y)",9.86,1405.0,1405.0
503,8,"길이가 17센티미터인 철사를 구부려서 가장 큰 정사각형을 만들 때, 정사각형의 한 변은 몇 센티미터입니까?","a = 17
b = 4
y = a / b
print(y)",5,503.0,503.0
1182,1,색 테이프 47 미터로 리본을 38개 만들려고 했더니 색 테이프가 30.4 미터 부족했습니다. 리 본 한개를 만드는 데 필요한 색 테이프는 몇 미터 인지 구하시오.,"a = 47
b = 30.4
c = 38
d = a + b
y = d / c
print(y)",2.12,1182.0,1182.0
2626,6,어떤 수를 6으로 나누어야 할 것을 잘못하여 4를 곱했더니 125이 되었습니다. 바르게 계산했을 때의 몫과 나머지를 곱하면 얼마입니까?,"a = 6
b = 125
c = b / a
y = (c // a) * (c % a)
print(y)",24,2626.0,2626.0
1246,8,"가로가 11cm, 세로가 19cm인 직사각형 3개를 옆으로 붙여 놓았다면, 만든 직사각형의 네 변의 길이의 합은 몇 cm 입니까?","a = 11
b = 19
c = 3
y = (a * c * 2) + (b * 2)
print(y)",110,1246.0,1246.0
2424,4,"3개의 수 111, 65, 58, 314 중에서 가장 큰 수와 가장 작은 수의 곱을 구해 보시오.","a = [111, 65, 58, 314]
b = max(a)
c = min(a)
y = b * c
print(y)",16262,2424.0,2424.0
1743,8,"가로가 25cm, 세로가 35cm인 직사각형 모양의 종이를 크기가 같은 정사각형 모양으로 남기는 부분 없이 자르려고 한다면, 가장 큰 정사각형 모양으로 자를때 종이는 모두 몇 장 만들 수 있나요?","import math

a = 25
b = 35
c = math.gcd(a, b)
y = (a // c) * (b // c)
print(y)",2,1743.0,1743.0
2042,5,덧셈식 76+A = 14가 있습니다. 이를 만족하는 A를 구하시오.,"a = 76
b = 14
y = b - a
print(y)",6,2042.0,2042.0
1226,8,"가로가 30cm, 세로가 21cm인 직사각형 16개를 가로로 붙여 놓았습니다. 만든 직사각형의 네 변의 길이의 합은 몇 cm 입니까?","a = 30
b = 21
c = 16
y = (a * c * 2) + (b * 2)
print(y)",240,1226.0,1226.0
1947,8,한 변의 길이가 35cm 이고 다른 변의 길이가 7cm인 평생사변형의 네변의 합을 구하세요.,"a = 35
b = 7
y = 2 * (a + b)
print(y)",44,1947.0,1947.0
