,class,problem,code,answer
566,1,95m 길이의 기차가 있습니다. 기차는 354.5m 길이의 다리를 초속 64m의 속도로 건너려고 합니다. 열차가 다리를 완전히 건너는 데 걸리는 시간(초)을 소수점 첫째 자리까지 반올림하여 표시하십시오.,"a = 95
b = 64
c = 354.5
y = (a + c) / b
print(""{:.1f}"".format(y))",7.02
631,1,도찬은 문방구에서 450원짜리 지우개 2개와 300원짜리 색연필 10개를 5000원에 샀다. 당신이 거스름돈을 지불해야 하는 금액을 계산합니다.,"a = 450
b = 2
c = 300
d = 10
e = 5000
y = e - (a * b + c * d)
print(y)",1100
413,7,"현아는 자신의 키를 166~170cm로, 주현이는 160cm로 추정했다. 둘 중 어느 것이 더 가까운지 찾으십시오.","a = 166
b = 170
c = 160
dicts = {'현아': abs(a - b), '주현': abs(a - c)}
y = min(dicts, key=dicts.get)
print(y)",현아
1963,1,"지연은 8살, 오빠는 12살이다. 지연이가 15살이 되면 몇살이 될까요?","a = 8
b = 12
c = 15
y = c - a + b
print(y)",19
1356,8,"밑변이 12cm, 높이가 10cm인 평행사변형과 밑변이 15cm, 높이가 6cm인 삼각형이 있습니다. cm² 단위로 두 그림의 면적의 차이는 무엇입니까?","a = 12
b = 10
c = 15
d = 6
y = a * b - c * d / 2
print(y)",75
2285,8,반지름이 7센티미터인 원이 있습니다. 이 원의 넓이는 몇 센티미터²입니까?,"import math

a = 7
b = math.pi
y = a ** 2 * b
print(y)",153.93804002589985
1154,1,"10000 5, 1000 2, 100 8, 10 4, 1 9는 무엇입니까?","a = 5 * 10000
b = 2* 1000
c = 8 * 100
d = 4 * 10
e = 9 * 1
y = a + b + c + d + e
print(y)",52849
1127,1,241 * 6 = B와 같은 표현식이 있을 때 B의 값을 찾으세요.,"a = 241
b = 6
y = a * b 
print(y)",1446
994,5,다음 식이 72/9=A 및 9*A=72 입니다. 이를 만족하는 A를 찾으십시오.,"a = 72
b = 9
y = a / b
print(y)",8
297,1,10만원권 12장을 모두 1만원권으로 바꾸면 1만원권은 모두 몇 장입니까?,"a = 100000 * 12
b = 10000
y = a // b
print(y)",120
1072,1,저는 34/4L의 참기름을 병당 2/8L로 나눌 것입니다. 얼마나 많은 병이 필요한지 알아보십시오.,"a = 34/4
b = 2/8
y = int(a / b)
print(y)",34
1088,1,종운이 10L의 주스 중 1.2L를 마시면 몇 리터의 주스가 남을까?,"a = 10
b = 1.2
y = a - b
print(y)",8.80
1185,8,"너비 24cm, 길이 22cm인 직사각형이 있습니다. 이 직사각형의 넓이는 몇 cm²입니까?","a = 24
b = 22
y = a * b
print(y)",528
2241,1,각 상자에는 153개의 양말이 들어 있습니다. 5개의 상자에 모두 몇 개의 양말이 있습니까?,"a = 153
b = 5
y = a * b
print(y)",765
509,1,소리로 측정한 나무 막대기의 길이는 소리의 왼손의 다섯 스팬이었다. 왼손의 너비가 20센티미터이면 나무 막대기는 몇 센티미터입니까?,"a = 5
b = 20
y = b * a
print(y)",100
40,8,면적이 32.68센티미터인 원의 반지름이 길이의 5배라면 둘레는 몇 센티미터입니까?,"import math

a = 32.68
b = 5
c = math.pi
y = (((a ** 0.5) / c) * b * c * 2) 
print(y)",57.17
2123,1,"수양회를 신청한 남학생은 450명, 여학생은 304명이었다. 얼마나 많은 어린이들이 수양회를 신청했습니까?","a = 450
b = 304
y = a + b
print(y)",754
622,8,넓이가 70cm²이고 밑변의 길이가 14cm인 직각 삼각형의 높이를 센티미터 단위로 구하십시오.,"a = 70
b = 14
y = a / b * 2
print(y)",10
834,1,길이가 2센티미터인 선 번호 9의 길이는 몇센티미터입니까?,"a = 2
b = 9
y = a * b
print(y)",18
1929,1,"4미터에서 100센티미터, 철사 32센티미터를 잘라 기린 모양으로 만들었어요. 기린을 만들고 나머지 와이어의 길이를 센티미터로 찾으십시오.","a = (100 * 4) + 32
b = 100
y = a - b
print(y)",332
1503,5,2미터보다 긴 센티미터는 2미터와 90센티미터입니다. A가 얼마인지 알아보십시오.,"a = 200
b = 200 + 90
y = b - a
print(y)",90
751,7,민아의 끈이 0.6m이고 지석의 끈이 61cm라고 가정하고 누가 끈이 더 긴지 찾아보세요.,"a = 0.6 * 100
b = 61
dicts = {""민아"": a, ""지석"": b}
y = max(dicts, key=dicts.get)
print(y)",지석
1697,4,"55, 56, 57, 60, 70, 88, 92, 46이라는 숫자가 있습니다. 그 중 50 이상 60 이하의 수는 몇 개인가?","a = [55, 56, 57, 60, 70, 88, 92, 46]
b = 50
c = 60
y = 0
for i in a :
    if i>=b and i<=c:
        y += 1
print(y)",4
776,1,촛불은 한 시간 동안 19.5cm를 태웠습니다. 양초가 일정한 속도로 타면 1분에 몇 센티미터 타겠습니까?,"a = 60
b = 19.5
y = b / a
print(y)",0.33
2754,4,"1, 9, 3 중에서 다른 두 수를 뺀 가장 큰 수를 찾습니다.","a = [1, 9, 3]
b = max(a)
c = 0
for i in a:
    if i != b:
        c = c + i
y = b - c
print(y)",5
227,4,"70으로 나누었을 때 1로, 49로 나누었을 때 1로 유지되는 가장 작은 세 자리 숫자를 찾으십시오.","import math

a = 70
b = 49
c = 1
y = a * b // math.gcd(a, b) + c
print(y)",491
1740,4,"숫자 4, 8, 99, 27 중에서 가장 큰 숫자를 가장 작은 숫자로 나눈 값을 소수로 씁니다.","a = [4, 8, 99, 27]
y = max(a) / min(a)
print(y)",24.75
222,1,"이 돈으로 500원권 10장, 100원권 30장, 10원권 50장을 교환할 수 있다면 얼마일까요?","a = 500
b = 10
c = 100
d = 30
e = 10
f = 50
g = 5000
y = ((a * b) + (c * d) + (e * f)) // g * g
print(y)",5000
415,1,촛불을 켜고 33분 후에 116mm로 측정되었습니다. 이 양초가 3분마다 4mm의 일정한 속도로 타면 첫 번째 양초의 길이는 몇 센티미터와 밀리미터입니까?,"a = 33
b = 116
c = 3
d = 4
y = b + (a / c * d)
print(y)",160
1765,5,"규칙을 찾고 A. 3, A, 9에 대한 올바른 숫자를 쓰십시오.","a = 3
b = 9
c = b - a
y = a + c / 2
print(y)",6
80,1,2.3L의 물을 5개의 병으로 균등하게 나누고 싶습니다. 한 병에 몇 리터의 물을 담을 수 있습니까?,"a = 2.3
b = 5
y = a / b
print(y)",0.46
1312,4,36은 A의 배수입니다. A에 대해 가능한 모든 숫자의 합을 구하십시오.,"a = 36
y = 0
for c in range(1, a + 1):
    if a % c == 0:
        y += c

print(y)",91
1812,8,정삼각형의 한 변이 색지의 한 변이 되도록 네 변의 길이의 합이 96cm인 정사각형 색종이를 잘라서 만든 가장 큰 정삼각형의 둘레를 구하십시오.,"a = 96
b = 4
c = 3
y = (a / b) * c
print(y)",72
1599,7,"한 바구니에 35개의 딸기가 들어 있는 75개의 바구니와 1700개의 방울토마토가 있습니다. 딸기와 방울토마토, 어느 쪽이 더 적습니까?","a = 35
b = 75
c = 1700
dicts = {'딸기': a * b, '방울토마토': c}
y = min(dicts, key=dicts.get)
print(y)",방울토마토
1416,1,한 상자에 8개의 초콜릿이 들어 있습니다. 7개의 상자에 모두 몇 개의 초콜릿이 들어 있는지 알아보십시오.,"a = 8
b = 7
y = a * b
print(y)",56
2330,7,작가는 포도즙 24밀리리터를 넣어 포도즙 100밀리리터를 만들었다. 은성이 23밀리리터의 포도즙을 넣어 95밀리리터의 포도즙을 만든다면 포도즙의 진함은?,"a = 24 / 100
b = 23 / 95
y = max(a, b)
print(y)",0.24
2816,8,한 면의 면적이 81cm²인 정육면체가 있습니다. 이 입방체의 부피는 몇 cm³입니까?,"a = 81
b = a ** 0.5
y = b * b * b
print(y)",729
1852,1,"학생들이 줄을 서고, 수정이가 앞에 섰다. 뒤에는 소정이 서 있다. 수정이와 소정 사이에 15명이 서 있다면 학생은 모두 몇 명입니까?","a = 15
y = a + 2
print(y)",17
1292,1,기영의 키는 171cm이고 어머니의 키는 177cm입니다. 언니의 키가 기영의 키보다 2cm 더 크다면 엄마와 언니의 키는 몇 cm 차이가 나나요?,"a = 171
b = 177
c = 2
y = b - (a + c)
print(y)",4
1542,1,1인당 10장씩 나눠주고 5장 다 주고 4장 남았어요. 먼저 마스크를 몇 개나 준비하셨나요?,"a = 10
b = 5
c = 4
y = a * b + c
print(y)",54
1564,8,반지름이 10센티미터인 원이 있습니다. 이 원의 넓이는 몇 센티미터²입니까?,"import math

a = 10
b = math.pi
y = (a ** 2) * b
print(y)",314.1592653589793
252,4,"숫자 9/28, 9/21, 6/21 및 4/14가 있습니다. 2/7과 같은 분수의 수를 찾으십시오.","a = [9/28, 9/21, 6/21, 4/14]
b = 2
c = 7
y = 0
for i in a:
    if i == b / c :
        y += 1
print(y)",2
435,8,60센티미터 정사각형의 마름모에서 한 대각선이 5센티미터이면 다른 대각선은 몇 센티미터입니까?,"a = 60
b = 5
y = a * 2 / b
print(y)",24
496,1,"승호는 바닷물 3000g, 소금 60g을 분리했다. 승호가 띄운 바닷물의 양이 분리된 소금의 양은 몇 배일까요?","a = 3000
b = 60
y = a / b
print(y)",50
29,1,한 상자에 45개의 지우개가 들어 있는 8개의 상자가 있습니다. 지우개는 총 몇 개입니까?,"a = 45
b = 8
y = a * b
print(y)",360
956,8,면적이 111cm²인 직사각형이 있습니다. 이 직사각형의 너비가 37센티미터이면 몇센티미터입니까?,"a = 111
b = 4
c = 37
y = a / c
print(y)",3
766,7,"네 변 중 길이가 12cm인 정사각형 A와 너비 13cm, 높이 6cm인 직사각형 B 중 어느 쪽이 더 긴가요?","a = 12
b = 4
c = 13
d = 6
e = a * b
f = (c + d) * 2
dicts = {'A': e, 'B': f}
y = max(dicts, key=dicts.get)
print(y)",A
2091,8,면적이 81cm인 정사각형이 있습니다. 이 정사각형의 한 변의 길이는 몇 cm입니까?,"a = 81
y = a ** 0.5
print(y)",9
586,7,"46개의 과자가 있습니다. 소영이가 전체의 3/11을 먹었고, 견우가 전체의 5/8을 먹었다. 누가 더 많은 쿠키를 먹었는지 알아보십시오.","a = 46
b = 3/11
c = 5/8
dicts = {'소영': a * b, '견우': a * c}
y = max(dicts, key=dicts.get)
print(y)",견우
1304,4,"777, 888, 999, 2, 555라는 숫자가 있습니다. 그 중 가장 큰 숫자와 가장 작은 숫자의 곱을 찾으세요.","a = [777, 888, 999, 2, 555]
b = max(a)
c = min(a)
y = b * c
print(y)",1998
1907,4,"15, 18, 80, 21이라는 숫자가 있습니다. 그 중 인수의 개수가 가장 많은 것은?","a = [15, 18, 80, 21]
b = []
y = 0
for i in a:
    c = 0
    for t in range(1, i + 1):
        if i % t == 0:
            c += 1
    b.append(c)
y = max(b)
print(y)",10
2175,4,"3, 15, 12, 46, 57, 79 중 16과 약수와 배수는 모두 몇 개입니까?","a = [3, 15, 12, 46, 57, 79]
b = 16
y = 0
for i in a:
    if i % b == 0 or b % i == 0:
        y += 1
print(y)",0
589,8,"둘레가 56cm, 너비가 12cm인 직사각형이 있습니다. 이 직사각형은 몇 센티미터입니까?","a = 4
b = 56
c = 12
y = b / 2 - c
print(y)",16
2443,6,숫자에 8을 곱하기 위해 실수로 8을 더하면 40이 됩니다. 얼마나 정확하게 계산합니까?,"a = 8
b = 40
c = b - a
y = c * a
print(y)",256
2209,4,"42, 11, 54 중 가장 큰 것의 몫을 가장 작은 것으로 나눈 몫을 구합니다.","a = [42, 11, 54]
b = max(a)
c = min(a)
y = b // c
print(y)",4
37,4,"80°, 70° 및 65° 각도가 있습니다. 그 중 가장 큰 각과 가장 작은 각의 차이를 찾으십시오.","a = [80, 70, 65]
y = max(a) - min(a)
print(y)",15
376,1,"빵집에서 쿠키는 10팩, 구아슈는 5팩으로 판매합니다. 쿠키 9개와 신발 2봉지를 샀다면 쿠키와 신발의 개수의 합은 얼마인가요?","a = 10
b = 9
c = 5
d = 2
y = a * c + b * d
print(y)",68
1604,1,"영미는 60kg, 수철은 61kg이다. 두 사람의 무게의 합은 몇 kg입니까?","a = 60
b = 61
y = a + b
print(y)",121
1643,2,총 30명의 학생들이 줄을 서고 있습니다. 윤정이 뒤에 12명의 학생이 있다면 윤정이는 몇 자리에 서 있을까?,"a = 30
b = 12
y = a - b
print(y)",18
1057,8,"윤희의 새 수첩 상단은 가로 9cm, 세로 3cm입니다. 이 노트북의 상단 너비는 cm²로 얼마입니까?","a = 9
b = 3
y = a * b
print(y)",27
313,6,17을 곱해야 하는 숫자에 실수로 31을 곱하면 372가 됩니다. 올바르게 계산된 값을 찾으세요.,"a = 372
b = 31
c = 17
y = (a / b) * c
print(y)",204
987,5,0.1이 0.6이고 0.8이 0.1과 같다고 가정해 봅시다. A와 B의 합을 구하세요.,"a = 0.1
b = 0.6
c = 0.8
y = c / a + b / a
print(y)",14
1347,1,문구점에서 지우개 3개 250원에 연필 6개 800원에 8자루에 2000원 주고 샀습니다. 얼마나 많은 변화를 받아야 하는지 알아보십시오.,"a = 250
b = 3
c = 8
d = 800
e = 6
f = 2000
y = f - (d / c * e + a * b)
print(y)",650
911,5,"방정식 36/6 = A , 81/B=9가 있습니다. 이를 만족하는 A와 B의 합을 구하시오.","a = 36
b = 6
c = 81
d = 9
y = (a / b) + (c / d)
print(y)",15
2819,1,44개의 초콜릿을 11개의 상자로 균등하게 나누고 싶습니다. 한 상자에 몇 개의 초콜릿이 들어 있는지 알아보십시오.,"a = 44
b = 11
y = a // b
print(y)",4
2544,8,"삼각형의 넓이는 60cm², 높이는 10cm입니다. 이 삼각형의 밑변의 길이를 cm로 구하십시오.","a = 60
b = 10
y = a * 2 / b
print(y)",12
373,1,"놀이동산 성인 입장료는 35,000원입니다. 어린이는 성인 티켓 가격의 3/7만 지불합니다. 어린이 티켓 5장을 사려면 얼마를 지불해야 합니까?","a = 35000
b = 3/7
c = 5
y = a * b * 3
print(y)",45000
1049,1,"문성반 학생 28명을 3명씩 7조로 나누어 교실 청소를 하고, 보건실에 간 1명을 제외한 나머지는 복도를 청소했다. 복도를 청소한 학생은 몇 명입니까?","a = 28
b = 3
c = 7
d = 1
y = a - (b * c) - d
print(y)",6
1297,4,36에는 몇 개의 요소가 있습니까?,"a = 36
y = 0
for i in range(1, a + 1):
    if a % i == 0:
        y += 1
print(y)",9
110,7,"한 가게에서 초콜릿은 5개에 3,000원, 카라멜은 4개에 2,800원이다. 초콜릿과 카라멜 중 어느 것이 더 비쌀까요?","a = 5
b = 3000
c = 4
d = 3200
dicts = {'초콜릿': b / a, '카라멜': d / c}
y = max(dicts, key=dicts.get) 
print(y)",카라멜
242,8,한 변의 길이가 22cm인 정오각형의 둘레를 구하십시오.,"a = 5
b = 22
y = a * b
print(y)",110
539,7,"가느다란 8 * 25, I 7 * 27, 모두 6 * 35 일 때 계산 결과가 가장 큰 것을 찾아 기호를 쓰세요.","a = 8 * 25
b = 7 * 27
c = 6 * 35
dicts = {'가': a, '나': b, '다': c}
y = max(dicts, key=dicts.get)
print(y)",다
585,1,같은 무게의 클립 50개가 들어 있는 가방의 무게는 1.5kg입니다. 빈 가방의 무게가 1kg이면 클립 하나의 무게는 몇kg입니까?,"a = 50
b = 1.5
c = 1
y = (b - c) / a
print(y)",33.33
1140,8,철수가 8개의 삼각형과 7개의 사각형을 가지고 있다면 그의 각은 모두 몇 개입니까?,"a = 3
b = 8
c = 4
d = 7
y = a * b + c * d
print(y)",52
2111,3,1부터 9까지의 수는 수학식 55 > 9 * A를 만족하는 수는 몇 개입니까?,"a = 1
b = 9
c = 55
d = 9
y = 0
for i in range(a, b + 1):
    if i < c / d:
        y += 1
print(y)",6
2000,6,숫자에 5를 곱하는 실수를 해서 숫자에 3을 곱하면 21이 됩니다. 올바르게 계산했다면 얼마인지 알아보세요.,"a = 5
b = 3
c = 21
y = c / b * a
print(y)",35
1787,1,"진모 통장에는 23일 4,200원이 있습니다. 24일부터 29일까지 매일 400원씩 저축하면 다 얼마가 될까요?","a = 4200
b = 29 - 24 + 1
c = 400
y = a + c * b
print(y)",6600
2252,8,"너비 300cm, 높이 600cm인 직사각형 게시판의 면적은 몇 m²입니까?","a = 3
b = 6
y = a * b
print(y)",18
2317,5,성찬이 가지고 있는 티켓은 남동생이 갖고 있는 티켓의 4배이다. 동생에게 티켓이 12장 있다면 성진이가 갖고 있는 티켓이 몇 장인지 알아보세요.,"a = 2
b = 4
c = 12
y = (c * a) + b
print(y)",28
2683,8,너비가 4cm인 직사각형 A가 있습니다. 이 직사각형의 네 변의 길이의 합은 한 변의 길이가 9cm인 정사각형 B의 네 변의 길이의 합과 같습니다. 직사각형 A의 길이는 몇 cm입니까?,"a = 4
b = 9
c = 4
y = (b * c) / 2 - a
print(y)",14
2667,1,물 8리터와 오미자액 4리터를 섞어서 각 병에 1리터씩 나누면 몇 병을 담을 수 있는지 알아보세요.,"a = 8
b = 4
c = 1
y = (a + b) // c
print(y)",12
508,6,숫자를 6으로 나누면 몫은 5입니다. 숫자를 3으로 나누면 몫이 무엇입니까?,"a = 6
b = 5
c = 3
d = a * b
y = d // c
print(y)",10
2583,8,반지름이 20cm인 바퀴 달린 자를 사용하여 학교 정문에서 공원까지의 거리를 구하려고 합니다. 바퀴가 50 바퀴를 돌면 학교 문에서 공원까지의 거리를 센티미터로 찾으십시오. (둘레: 3.14),"a = 20
b = 50
c = 3.14
y = 2 * a * c * b
print(y)",6280
1551,1,615 - 301을 계산합니다.,"a = 615
b = 301
y = a - b 
print(y)",314
1018,1,촛불은 단단합니다. 양초는 100도에서 가열하면 액체가 됩니다. 한 양초 가게에서는 이 양초 7개를 선물 세트로 판매합니다. 이 가게에 양초가 280개 있다면 선물세트는 몇 세트까지 팔 수 있나요?,"a = 100
b = 7
c = 280
y = c // b
print(y)
",40
1272,1,"태욱은 1분에 70미터, 승연은 60미터를 걷습니다. 두 사람은 동시에 학교를 나와 반대 방향으로 걸어갔다. 그래서 10분 후에 둘이서 몇 미터 떨어져 있습니까?","a = 70
b = 60
c = 10
y = (a + b) * c
print(y)",1300
205,8,너비가 4cm이고 길이가 5cm인 직육면체의 모든 모서리의 길이의 합이 72cm일 때 직육면체의 높이를 구하세요.,"a = 4
b = 5
c = 72
y = (c - (a + b) * 4) / 4
print(y)",9
1232,1,7척의 오리보트에는 14명의 승객이 타고 있었다고 한다. 오리 보트의 평균 승객 수는 몇 명입니까?,"a = 7
b = 14
y = b / a
print(y)",2
1131,7,3+9/14미터인 스트링 A와 39/14미터인 스트링 B가 있습니다. 어떤 색 문자열이 더 길까요?,"a = 3 + 9 / 14
b = 39 / 14
dicts = {'A': a, 'B': b}
y = max(dicts, key=dicts.get)
print(y)",A
2140,8,한 변의 길이가 8센티미터인 팔각형이 있습니다. 이 정팔각형의 둘레는 몇 센티미터입니까?,"a = 8
b = 8
y = a * b
print(y)",64
165,8,밑변이 13cm이고 높이가 9cm인 평행사변형이 있습니다. 이 평행 사변형의 면적을 찾으십시오.,"a = 13
b = 9
y = a * b
print(y)",117
2649,8,밑변이 2cm이고 높이가 6cm인 평행사변형이 있습니다. 이 평행 사변형의 면적을 찾으십시오.,"a = 2
b = 6
y = a * b
print(y)",12
1685,1,수조에 금붕어 5호 85마리를 넣으려고 합니다. 필요한 탱크 수를 계산하십시오.,"a = 85
b = 5
y = a // b
print(y)",17
596,5,십의 자리와 한 자리를 바꾼 두 자리 수에 10을 곱하여 270이 되면 두 자리 수는?,"a = 10
b = 270
c = b // a
y = str(c)[1] + str(c)[0]
print(y)",72
99,7,"미지는 5일 동안 매일 200원을 저축했고, 다혜는 미지가 저축한 금액의 4배가 넘는 1,500원을 저축했다. 수정은 20일 동안 매일 400원을 저축했다. 돈을 가장 많이 저축한 사람은?","a = 200
b = 5
c = 4
d = 1500
e = 400
f = 20
dicts = {'미지': a * b, '다혜': (a * b) * c + d, '수정': e * f}
y = max(dicts, key=dicts.get)
print(y)",수정
1028,1,4.3m 길이의 컬러 테이프 중 2.68m가 사용되었습니다. 나머지 컬러 테이프의 m 수를 소수점 둘째 자리에 씁니다.,"a = 4.3
b = 2.68
y = a - b
print(""{:.2f}"".format(y))",1.62
429,1,바구니에는 무게가 0.4kg인 배 20개가 들어 있습니다. 보트가 담긴 바구니의 무게는 12.53kg입니다. 바구니 하나만으로 무게가 몇 kg입니까?,"a = 0.4
b = 20
c = 12.53
y = c - a * b
print(y)",4.53
1038,4,"21, 55, 2 세 개의 숫자가 있습니다. 둘을 곱한 값은 110이라고 합니다. 두 숫자 중 큰 숫자를 찾으세요.","from itertools import combinations

a = [21, 55, 2]
b = 2
c = 110
d = combinations(a, b)
for i in d:
    if i[0] * i[1] == c:
        y = max(i[0], i[1])
        break
print(y)",55
421,8,"너비 17cm, 높이 12cm의 직사각형을 한 번 잘라 가장 큰 정사각형을 만들었습니다. 정사각형을 만든 후 남은 직사각형의 네 변의 길이의 합은 몇 센티미터입니까?","a = 17
b = 12
c = a - b
y = (b + c) * 2
print(y)",34
1764,8,지성은 색종이를 네 변의 길이의 합이 48센티미터인 정사각형 모양으로 오려냈다. 정삼각형의 한 변의 길이가 정사각형의 한 변의 길이와 같을 때 자른 정삼각형의 둘레는 얼마입니까?,"a = 48
b = 4
c = 3
y = (a / b) * c
print(y)",36
398,1,준영은 아버지와 함께 얼음낚시를 갔다. 아버지의 낚싯줄은 1m 56cm이고 준영의 낚싯줄은 119cm입니다. 아빠의 낚싯줄이 준영이보다 몇 센티미터 더 긴지 알 수 있습니까?,"a = 1 * 100 + 56
b = 119
y = a - b
print(y)",37
688,1,상수는 1시간에 3.5km를 걷습니다. 그가 1시간 40분 동안 같은 속도로 걸었다면 그가 걸은 킬로미터를 구하십시오.,"a = 1
b = 3.5
c = 5/3
y = (b / a) * c
print(y)",5.83
1605,1,책장 위 12칸에 8권의 아동도서를 넣었어요. 어린이 책이 모두 몇 권인지 세십시오.,"a = 8
b = 12
y = a * b
print(y)",96
2326,8,"가로 1센티미터, 높이 2센티미터인 직사각형이 있습니다. 이 직사각형의 넓이는 얼마입니까?","a = 1
b = 2
y = a * b
print(y)",2
771,1,"유진의 학교 도서관에는 아동도서, 과학도서, 만화책이 있습니다. 아동도서는 전체의 1/4, 과학도서는 전체의 1/2, 나머지는 만화책입니다. 만화책의 수를 모든 도서관 책의 십진수로 표현하십시오.","a = 1 / 4
b = 1 / 2
y = 1 - (a + b)
print(y)",0.25
2106,5,"지수가 가지고 있는 현의 길이는 11미터이다. 세호가 가지고 있는 끈의 길이는 지수의 끈 길이의 1.3배, 준수가 가지고 있는 끈의 길이는 지수의 끈 길이의 1.2배입니다. 세호와 준수가 가지고 있는 끈의 길이의 합을 구하세요.","a = 11
b = 1.3
c = 1.2
y = a * b + a * c
print(y)",27.50
1289,1,"길이 8cm, 길이 1mm의 와이어를 9개의 필름으로 나눕니다. 한 필름의 길이는 몇 밀리미터입니까?","a = 8
b = 1
c = 9
y = (a * 10 + b) / c
print(y)",9
2512,8,27cm 길이의 색테이프 10장을 5cm씩 겹쳐서 붙일꺼에요. 부착된 컬러 테이프의 전체 길이가 몇 센티미터인지 알아보십시오.,"a = 27
b = 10
c = 5
y = a * b - c * (b - 1)
print(y)",225
1771,4,"색연필의 무게는 지우개 2개, 볼펜의 무게는 지우개 5개, 필통의 무게는 지우개 30개, 색종이 한 묶음의 무게는 지우개 12개라면 가장 무거운 물체의 무게는 가장 가벼운 물체의 무게와 같습니다. 몇 번이나","a = 2
b = 5
c = 30
d = 12
e = [a, b, c, d]
y = max(e) / min(e)
print(y)",15
699,1,5109에서 100만큼 증가하기 위해 4번 점프하는 숫자는 무엇입니까?,"a = 5109
b = 100
c = 4
y = a + (b * c)
print(y)",5509
1477,1,"제주도 올레길은 제주도의 아름다운 곳을 여행할 수 있도록 여러 코스로 나뉜다. 코스 9는 총 25km, 코스 5는 20km로 알려졌다. 제주도 올레길 9코스의 거리는 5코스의 거리의 몇 배인가?","a = 25
b = 20
y = a / b
print(y)",1.25
1944,4,"숫자 30, 5, 213 중에서 가장 큰 숫자와 가장 작은 숫자의 곱을 찾으세요.","a = [30, 5, 213]
y = max(a) * min(a)
print(y)",1065
1471,1,지수는 오늘 900밀리리터의 물을 마셨고 상승하는 지수보다 500밀리리터 적게 마셨습니다. 지수와 승하는 오늘 몇 밀리리터의 물을 마셨습니까?,"a = 1900
b = 500
y = a + a - b
print(y)",3300
2677,1,오늘 소영이가 1컵당 1/6리터의 주스를 4잔 마셨다면 오늘 소영이는 총 몇 리터의 주스를 마셨습니까?,"a = 1/6
b = 4
y = a * b
print(y)",0.67
1555,1,총 55개의 학술논문이 있습니다. 그 중 파란색 색종이는 1/5이라고 합니다. 파란색 색종이 조각은 몇 장이나 될까요?,"a = 55
b = 1 / 5
y = a * b
print(y)",11
2456,8,원 A의 지름이 16센티미터이고 원 B의 지름이 원 A와 같다면 원 B의 반지름은 몇 센티미터입니까?,"a = 16
b = a / 2
y = b / 2
print(y)",4
2522,8,한 변이 23센티미터인 정사각형의 네 변의 길이의 합은 몇 센티미터입니까?,"a = 23
y = a * 4
print(y)",92
63,8,모든 모서리의 길이가 같은 사각형이 있습니다. 모서리의 길이의 합이 60m일 때 한 모서리의 길이는 몇 m입니까?,"a = 60
b = 4
y = a / (b * 2)
print(y)",7.50
1851,8,반지름이 3m인 반원의 둘레는 얼마입니까? 둘레는 3.1로 계산됩니다.,"a = 3
b = 3.1
c = 2
y = (a * c * b) / c + (a * c)
print(y)",15.30
2811,1,시훈은 구슬이 56개였다. 4명의 친구에게 8개의 구슬을 주고 5개의 구슬을 더 샀습니다. 시훈의 구슬은 모두 몇 개입니까?,"a = 56
b = 4
c = 8
d = 5
y = a - (b * c) + d
print(y)",29
2745,1,상품공장은 156개의 상품을 한 상자에 담아 포장했다. 45개의 상자에 모두 몇 개의 상품이 들어 있습니까?,"a = 156
b = 45
y = a * b
print(y)",7020
114,1,9999개의 탁구공이 3000개의 상자에 포장되어 있다면 총 탁구공은 몇 개입니까?,"a = 9999
b = 3000
y = a // b * b
print(y)",9000
1234,8,한 변의 길이가 20센티미터인 정사각형을 가로로 20% 늘이고 40% 줄여서 새로운 직사각형을 만들면 직사각형의 넓이에 대한 직사각형의 넓이의 비율을 십진수로 나타내십시오.,"a = 20
b = 20
c = 40
d = a + a * b / 100
e = a - a * c / 100
y = d * e / (a * a)
print(y)",0.72
1877,1,총 194개의 연필과 지우개가 있습니다. 지우개보다 연필이 30개 적다면 연필은 몇 개입니까?,"a = 194
b = 30
y = (a - b) // 2
print(y)",82
1678,6,숫자를 8로 나누는 실수를 하고 8을 빼면 16이 됩니다. 숫자를 8로 나눈 결과는 무엇인가요?,"a = 8
b = 16
y = (a + b) / a
print(y)",3
981,1,"정씨의 반에는 남학생 17명, 여학생 14명이 있다. 윤정이 반에 형제가 있는 학생이 12명이라면 형제가 없는 학생은 몇 명입니까?","a = 17
b = 14
c = a + b
d = 12
y = c - d
print(y)",19
1756,8,직사각형의 짧은 변의 길이는 2단위이고 긴 변의 길이는 9단위입니다. 단위가 1센티미터일 때 직사각형의 네 변의 길이의 합은 몇 센티미터입니까?,"a = 2
b = 9
y = (a + b) * 2
print(y)",22
2221,1,호재가 다니는 반의 학생수는 50명이며 그 중 남학생은 26명이다. 여학생들은 4인 1조로 나누어서 1조로 활동하게 됩니다. 얼마나 많은 그룹을 만들 수 있습니까?,"a = 50
b = 26
c = 4
y = (a - b) // c 
print(y)",6
2219,1,"승기는 6개, 수희는 48개. 승기의 달고나 개수에 비해 수희의 달고나 개수는 몇 배일까요?","a = 6
b = 48
y = b / a
print(y)",8
2097,1,저는 한 상자에 양파 24개를 넣었습니다. 상자가 6개라면 양파는 몇 개입니까?,"a = 24
b = 6
y = a * b
print(y)",144
1680,8,길이가 너비의 두 배인 직사각형의 너비가 23cm인 경우 이 직사각형의 둘레는 몇 cm입니까?,"a = 23
b = a * 2
y = (a + b) * 2
print(y)",138
